Node_ID,PageRank
15,0.02519708557855717
74,0.017678147253680117
23,0.017032493303582464
40,0.016427416019602684
11,0.015607551679783283
12,0.015377825978198352
10,0.015186602537326142
69,0.01473599256972133
13,0.014637038329436133
9,0.013954058805902227
16,0.013827002838410655
29,0.01351138178376225
63,0.013441390524077898
5,0.013238665415010124
25,0.012790276585732285
4,0.012542562548611923
54,0.012346361801071144
89,0.011826094288801298
87,0.0117461966250231
36,0.011452767140023105
45,0.011354608394392876
41,0.011295044565692438
55,0.011271807460312065
78,0.01108974806471929
47,0.011060447027284454
84,0.010583430240039843
48,0.010490353382697774
26,0.010444423105566846
14,0.010326614045795204
35,0.01031676339735179
75,0.010269430550937538
28,0.010169823937438644
60,0.010016450015657792
24,0.009953471565309551
42,0.009893609090186951
58,0.009711368109314987
38,0.00953326158341194
3,0.009518766295148424
46,0.009513873982196965
31,0.009491062434622973
98,0.009427402632334696
92,0.009425868049834314
73,0.009407802195213465
67,0.009382831190891212
18,0.009365586373780136
32,0.009356907078907515
17,0.009226168391073694
20,0.009022840843149926
21,0.008915586671577876
72,0.00871538884077184
93,0.008707708224706475
30,0.008576123043288517
101,0.0084742211682238
109,0.008378036960834924
97,0.008341220910075732
33,0.00833539082472122
94,0.00833454135173218
100,0.008291991711502654
43,0.008240781123282907
22,0.008235014397517101
19,0.008161991318868668
51,0.008155242809264232
102,0.008003901510785755
44,0.00791389331208336
2,0.007723194701204273
91,0.007703523373825048
53,0.007615671676711946
49,0.00760247099115831
103,0.0075875785503577865
86,0.007556256415121941
27,0.007470768734594475
1,0.0072061213139748455
82,0.0068844277026192564
68,0.006829812279331672
57,0.006817456183676834
6,0.0067273714862889165
77,0.006701253895461291
39,0.00661483671793252
37,0.006506883597463525
34,0.006442865040441562
59,0.00614434119937615
104,0.0059879133581335585
112,0.0059430708521543835
99,0.005884780659133969
81,0.005849649747404675
83,0.00581143187632146
108,0.005737352845188785
85,0.005734572400174054
106,0.005688847567260805
71,0.005656801944351345
79,0.005571948524287244
66,0.005519410664529158
8,0.005501603010299632
116,0.005202336780131052
95,0.0051993989906750325
117,0.0051993989906750325
56,0.005042424913288962
64,0.005018434991442151
107,0.004954710254047634
76,0.004948281223208766
62,0.004938841292212028
70,0.004830220153970809
105,0.004824520798720605
111,0.004765205963246425
80,0.004707639283264937
65,0.004648893000930477
52,0.004257291782529442
110,0.0041866364125282066
113,0.004036755303055311
115,0.003831971438711891
96,0.0038197980101783266
7,0.003274857082083058
88,0.0032571966222682365
61,0.0032340399383552756
114,0.003218456951815291
50,0.0031866844373836605
90,0.003136078287683768
